,ELLIP,PHIE,GAMMA,PHIG,ellipticity_true,e2_mass,e1_light,e2_light,gamma1,gamma2
1688,0.2711877,67.94332,0.02877123,118.8509,0.25695536,-0.10918964187498645,-0.18448470016531254,0.17886154544128358,0.014084480118512233,-0.025088066794875477
1689,0.449253,-63.66624,0.02590476,131.6975,0.4379804,0.23034992869580986,-0.2656085023206798,-0.34825128036968583,0.02274866444114416,-0.012391725335957988
1690,0.02176101,-155.2601,0.04737556,-142.1402,0.01570388,-0.008362092912271916,0.010203063574798828,0.011937727620573943,0.0015979184888844297,-0.047348604433673454
1692,0.1004752,45.24509,0.06077276,-14.86247,0.08900624,-0.052892977766109,-0.000761461784384725,0.08900298273029127,-0.007286717514326657,0.06033433604411343
1694,0.5231983,72.44516,0.06004588,-11.41714,0.4791622,-0.20376065721615066,-0.3919798642864662,0.2755870096771681,-0.039938181851245994,0.04483803447288034
1695,0.2727947,-46.78336,0.03300142,-51.09638,0.31022322,0.15763401449949122,-0.019299237660734974,-0.30962232744568496,-0.0029989453097077315,-0.03286487561281469
1697,0.145871,-167.1327,0.06811428,-26.33704,0.16024658,-0.034160324281039066,0.14435251932335047,0.06957957003818094,-0.05062074246939494,-0.045575163979579884
1698,0.261351,-134.7303,0.0416124,-119.1612,0.25101516,-0.15031177565230794,-0.002363098616244275,0.2510040364511207,0.03767292885555763,0.01767320755279281
1700,0.3341683,-70.78248,0.0459589,119.5917,0.36613655,0.12469928297283905,-0.286799680331077,-0.22760034404168755,0.04192025106808336,0.018839135850639652
1701,0.4203819,114.9472,0.04198534,76.25806,0.46128535,0.20355087405138048,-0.2971592792967147,-0.3528179939465667,-0.00622755772855235,0.041520914003103884
1702,0.2522825,149.7369,0.06285066,-64.41898,0.2364522,0.1256680757973819,0.11634051562757015,-0.20585074036386436,-0.06281713987816276,0.0020524132047260923
1703,0.4590411,-101.0614,0.0323608,-63.93922,0.42094734,-0.11218445447390098,-0.3899567105039089,0.15852579281002255,-0.01942777649207932,-0.025880163778728493
1706,0.5812407,137.0135,0.0753791,103.1897,0.5782625,0.4086709112430735,0.0406093843971005,-0.5768348089402534,0.04287780700986361,-0.06199598682846247
1708,0.35328,30.95464,0.04527982,138.9904,0.34336793,-0.18926394664802357,0.16168131382868842,0.3029202669203796,0.0022698241339339023,0.045222892406760216
1713,0.558578,-93.21292,0.06110557,171.4689,0.5321851,-0.04336997196644248,-0.5288416717929492,0.0595606148159045,-0.05350164625968261,-0.02952057811982499
1715,0.3714736,178.991,0.04889459,165.3788,0.28986666,0.008032336361410142,0.2896868886689515,-0.010207208867171984,-0.030760730685531628,-0.038006030823545534
1721,0.6519474,-70.86523,0.03648357,-10.9481,0.53940403,0.299536734135331,-0.4234892061006449,-0.3340862162623392,-0.036319239589675534,-0.0034588604442280313
1724,0.437412,67.7467,0.03079295,-158.8589,0.45380878,-0.19622706631169387,-0.3236426739727909,0.3181160611928142,-0.02815496741509827,0.01247010743968369
1726,0.5137542,2.734051,0.04418557,-179.4295,0.4838897,-0.03293967067950508,0.48168771339172867,0.046110611940612396,0.03329351496784411,-0.02905006811198281
1727,0.3470837,-14.82952,0.03396845,-175.3615,0.33557674,0.10390729053647112,0.29161131761926895,-0.16605597810793027,0.014327568015480598,0.030798967355485752
1730,0.16251,56.22494,0.03676666,-103.7144,0.16347404,-0.08173867968824769,-0.06242666767695858,0.15108498574203916,0.03663799378199152,-0.0030732229314435738
1731,0.4302848,36.77283,0.04293027,-82.5442,0.4379804,-0.26289024665244215,0.12405845396138285,0.4200432487076438,-0.006618488958511155,-0.042417021184649045
1733,0.3142093,129.0748,0.05208788,-134.2627,0.30044305,0.18241445795362765,-0.06169809223410325,-0.294039745116157,-0.00420266284927499,0.051918059168941634
1734,0.3548787,-75.18701,0.05582825,166.1475,0.35677674,0.10663611504773904,-0.3101356267602735,-0.17636761386104835,0.042198648407365626,-0.0365522580787294
1735,0.5614092,122.3673,0.01958524,-44.56953,0.4791622,0.352918323824311,-0.20451209285256988,-0.4333257640458294,0.00756060794789117,-0.018067064878277403
1738,0.09077984,21.14581,0.01827232,-55.83877,0.07811778,-0.03199533955986049,0.05778602797547498,0.052565792326816664,0.002748661557486704,0.018064399736077444
1739,0.2968772,-103.504,0.05222289,-144.2843,0.29073957,-0.07915833254544502,-0.25903242148472494,0.13202917171422643,0.046842477643372404,0.023087064087541676
1740,0.508593,-69.85299,0.03756,-90.90739,0.49212262,0.2205382356557563,-0.37535955573450763,-0.31826070607987017,0.03463014358962851,0.014543271810762242
1742,0.488644,-2.090492,0.07469866,120.4269,0.48995584,0.02357198583071477,0.4886519349540106,-0.03572130478869627,-0.03724339549445767,0.06475198296453175
1745,0.1068587,53.07356,0.08949828,-173.934,0.10128707,-0.05421846015016616,-0.028168410559316702,0.09729137266863216,-0.05914903763455248,-0.06716646090024914
1746,0.4628863,107.7488,0.06263258,-99.79076,0.4530033,0.17486257338866026,-0.3688080351194685,-0.26304490689273347,0.005653434335725712,0.06237690884989442
1747,0.3478506,-32.60653,0.0579533,57.68479,0.34581888,0.19114747754317346,0.1449828891703224,-0.3139596464711354,-0.03739869089184538,0.044271016483317854
1749,0.3822655,-54.44275,0.0558347,133.2148,0.4318438,0.22357631443301781,-0.13977832860578962,-0.4085964836493479,-0.04589951502120698,0.03179226706147259
1750,0.2823421,53.36317,0.02412552,66.64712,0.28962284,-0.15742150236003008,-0.08335369065806583,0.2773689811484786,0.005346046273322867,0.023525741316989156
1751,0.3633858,10.90234,0.04968409,-37.08553,0.35726902,-0.08247353393100094,0.3317083830028846,0.1327053175173171,0.016739045554829034,0.04677940949864009
1752,0.1731029,-48.24803,0.03997696,28.76362,0.1628615,0.09414406355667648,-0.01842531781695091,-0.16181587019076454,0.022315448228800477,0.03316893277133477
1753,0.07276769,-105.1392,0.02725442,61.89047,0.06324954,-0.01903746714575848,-0.054621397749440866,0.031890550608432176,-0.008365307223038585,-0.025938871305447708
1754,0.2272555,67.30016,0.04692233,-163.3479,0.2184066,-0.09127708132534039,-0.15335572952022183,0.1555103313187923,0.04690144676490892,0.001399765690147791
1755,0.303873,117.2401,0.03082384,-107.4522,0.30020735,0.14581852064030662,-0.1744157448333578,-0.24434320319633926,0.00895277528150901,-0.029495032244505198
1756,0.4321212,-164.0418,0.02862345,-110.333,0.44534394,-0.1457092253511167,0.37801701943406874,0.2354450209983351,0.020855169812820887,-0.019605197830700524
1757,0.3213374,99.70515,0.04517083,-44.66637,0.24705033,0.06361628562152072,-0.23300871321423602,-0.08210240629454663,0.009091371291381425,-0.04424647840146316
1758,0.3273896,-83.31779,0.06536742,111.4753,0.36251912,0.04524309340048931,-0.35270195843267504,-0.08379403847130137,-0.06502448172812991,0.0066870302410337356
1759,0.442163,-114.4654,0.0613859,-39.4755,0.43639028,-0.21398519450259082,-0.28669535028208254,0.3290019036496787,-0.05626928471197825,0.02453561323489451
1760,0.5768698,-165.6739,0.03051596,-79.04607,0.15406245,-0.19436324097221863,0.1351969627330823,0.07387164386794208,0.016165395657435157,-0.025882499839856597
1761,0.4345056,-80.99749,0.07916574,137.7068,0.46936902,0.08579131309733834,-0.4463837552852824,-0.1450821145185355,0.03962701655263598,-0.06853403496719505
1765,0.417222,-133.2571,0.05930096,-93.66213,0.43235523,-0.26311339725237554,-0.026287700888455723,0.4315553286547995,0.02306541094667017,0.05463140740254481
1766,0.3470021,58.87543,0.03445186,-156.7598,0.36197937,-0.18577769730523994,-0.16854765906967753,0.3203447376307728,0.02764057427940603,0.02056524522013384
1768,0.1623753,143.7772,0.02815452,72.13138,0.15762194,0.08424660746780645,0.04754053917218309,-0.1502816459338323,0.027275763562705967,-0.006979234807753747
1769,0.09488129,-33.58683,0.07258974,-55.61206,0.09756899,0.045902994054848135,0.037850849991196166,-0.08992786533974925,-0.0216194379782584,0.06929552838944111
1772,0.4811453,-81.76496,0.02812297,136.4896,0.4340955,0.08981222567614837,-0.41628365769843473,-0.12307241548560946,-0.02651905000742467,0.009361700076621208
1775,0.424611,-5.161514,0.03231908,73.2027,0.4223669,0.04829873026564104,0.4155300872331705,-0.07568715095446386,-0.010207651085963974,0.03066474834975201
1776,0.1406788,178.4647,0.09838525,-89.49189,0.12947153,0.0040529097862452386,0.12928564619096308,-0.00693532764373979,-0.09801313508947963,-0.008548845974394108
1777,0.3747777,-45.00924,0.0437741,105.801,0.37111354,0.23060087257351503,-0.00011969778853825883,-0.37111352069652626,-0.019256887004576125,-0.039310865339025385
1779,0.4021673,-12.48373,0.157034,78.30439,0.35366425,0.10624154487593242,0.3206134977359673,-0.14928290859161125,0.13994584235447563,-0.07123789977039087
1781,0.05455217,-155.8685,0.0388356,-156.2192,0.057090763,-0.020924379993922534,0.0380060273595557,0.04260160917461772,-0.005806170326275,0.0383991173531669
1784,0.5295225,-45.82839,0.05186662,-36.24036,0.5508577,0.3599518763054433,-0.015926528058885118,-0.5506274160930235,-0.05056979680847846,0.01152570696198727
1785,0.6748557,147.3512,0.04697406,17.08471,0.45508155,0.4626666765085466,0.19018091382915459,-0.4134373436997561,-0.04348060172602503,0.017776377201960715
1786,0.1932068,-166.7713,0.05336291,-101.5277,0.21488817,-0.0476423474430572,0.1923820437932007,0.09573961996947729,-0.021889489663931068,-0.04866672791467241
1787,0.1594318,8.396516,0.03859657,-101.4307,0.16988742,-0.025026129224587947,0.1626425099713068,0.04908308694947547,-0.00874930551691796,-0.037591819173013276
1788,0.5866707,-13.15823,0.1067543,98.05233,0.59093976,0.18402503102484322,0.5296942357832463,-0.26198056517012924,0.02588159048519019,0.10356941557451654
1789,0.283692,32.47876,0.1257542,-61.4031,0.22138491,-0.1497536031862491,0.09371003991667098,0.2005734448887092,-0.12071373106363166,0.03524647429654792
1790,0.4782963,0.5968881,0.1208798,-89.15286,0.46991768,-0.006548408839216059,0.469815685525202,0.009790179317407666,-0.08719542707406744,-0.08371907515859803
1791,0.2432874,115.3674,0.03412231,-33.7169,0.29813907,0.10722250778810823,-0.1886954208941855,-0.23082665182779705,-0.0037608815222388865,0.03391441890865569
1793,0.4588273,64.99211,0.08049065,90.75593,0.4734039,-0.2281141609346065,-0.30419827168244995,0.3627322208470325,0.06153598873426314,-0.05188513108703821
1794,0.3561305,24.29472,0.04060543,-22.61325,0.34856668,-0.1624788458244684,0.2305594669594825,0.2614212359422656,0.013026970688410685,-0.03845905589283477
1795,0.6715553,-143.3806,0.0474411,102.4515,0.49817923,-0.4840429395734237,0.1436666429161519,0.4770140888030412,-0.03630091808025231,-0.030543433267083954
1799,0.4516224,-4.965852,0.0384113,25.89164,0.4218028,0.050306333664742436,0.4154816802120145,-0.07275008931981747,0.002034799306995102,0.038357366430325376
1800,0.04552434,-162.5023,0.05756327,169.4307,0.05658226,-0.013358413825589742,0.04635207939438172,0.03245052977263298,0.052308475294816845,-0.024028180651569028
1802,0.2933657,-12.98627,0.03324744,83.93381,0.2857541,0.07528072802262704,0.2568940903668935,-0.125143245927922,-0.006852273260141429,-0.032533653617784014
1803,0.5938139,-172.8915,0.05398495,-144.9437,0.61157733,-0.10371154561784561,0.5928462594267769,0.1502003437200051,0.035185956927278904,-0.040942926881381764
1804,0.2956415,-51.63092,0.03950061,-47.83576,0.28959018,0.16883613116559112,-0.06643243091945764,-0.281867352622761,0.00578788542888395,-0.03907426995650991
1805,0.4816234,-56.54263,0.09549448,143.5371,0.4538158,0.29179595766071925,-0.17794138799043846,-0.4174753199527803,-0.03555630515217166,-0.08862812688078232
1806,0.5499222,-32.23384,0.0337207,116.7717,0.5250918,0.34220099034563944,0.22632515584845656,-0.4738125391517323,0.01632178236388497,0.02950737245089731
1807,0.4442901,-147.2005,0.02072842,131.5388,0.38863128,-0.2600771077694351,0.16055148038395387,0.3539173546761437,0.014199114583068493,-0.01510140856851743
1809,0.3481105,-66.89159,0.06061887,72.18912,0.34087873,0.15214276447351271,-0.2358646494816326,-0.2461019619818573,0.06006713894143561,-0.008160037957458875
1813,0.5323543,-176.1147,0.05012342,-23.47329,0.48381972,-0.04904325422191456,0.47937697252605443,0.06541589770562584,-0.049337572829431804,-0.008840878904097325
1814,0.4323568,-72.07543,0.02370612,-63.62491,0.43235523,0.16152341830826955,-0.35045064600588594,-0.2532101688763904,-0.0003631049957075422,-0.023703339009862982
1816,0.005365079,77.02013,0.02714826,-30.54736,0.0063129864,-0.0011774119088973488,-0.0056760177793322006,0.0027634434054798467,-0.004494958411532361,0.02677355728897814
1817,0.1414321,-94.34039,0.05234883,82.35019,0.15260395,-0.011485314270517239,-0.15085580643495733,0.023032395022255295,0.012099147831170361,0.05093143061144449
1818,0.3098415,109.5911,0.03243352,-66.78576,0.31895834,0.11582008616646626,-0.2472376237806516,-0.20151421796700247,-0.0017451253090826578,-0.03238653666642976
1819,0.339372,76.43525,0.02953966,-58.27625,0.34391034,-0.09319047702267466,-0.3060726844621606,0.15682421300628985,-0.028099243662242944,0.009111751671632605
1820,0.1425844,31.63784,0.06403883,23.6552,0.14283128,-0.06856495565303859,0.06423096411879183,0.1275741266668476,-0.06292822599236905,-0.01187476825972733
1823,0.1997985,-56.72801,0.06740789,-96.50612,0.17063718,0.10181545078968197,-0.06792127973543077,-0.15653672718392234,-0.013108223231793345,0.06612108678748084
1827,0.4158798,99.85669,0.06335968,-114.1886,0.3040502,0.08855548897044915,-0.28623036475011104,-0.10256072549986392,-0.0363866236796998,-0.0518696700094989
1828,0.2295304,-96.15586,0.03996085,77.04465,0.23503205,-0.02764397765083931,-0.22962677776172916,0.050115940198383654,-0.03950457721271642,-0.006021454306646068
1830,0.1924066,-116.6112,0.03426835,-41.69889,0.17732245,-0.08525758537553131,-0.10616481337642197,0.14202916487381023,-0.004971003002232534,-0.033905883573124816
1833,0.1570523,-73.69322,0.05631019,4.545271,0.17577371,0.04592995326778953,-0.148058566430295,-0.09473678289751042,-0.05319405314980594,0.018472417473945357
1837,0.3238765,114.5298,0.0450294,110.0596,0.31591612,0.14596394144409797,-0.2070114973669449,-0.23864038810257945,0.04406148615099138,0.009286134961650861
1838,0.3988165,163.8622,0.05915466,-157.3081,0.41491762,0.13300471498199185,0.35080841474663677,-0.22156282975584177,0.053085932904730716,-0.026098994757461996
1840,0.6317744,77.01594,0.1344713,-47.49408,0.6211781,-0.20218571829523269,-0.5584626058927288,0.27199586345956195,0.09926832884513771,-0.09071013952135448
1842,0.1977151,-9.131001,0.04095536,-119.4097,0.16955462,0.03437666538626537,0.16101474817456948,-0.05313209984203884,0.04088563907162518,-0.0023887298789099193
1843,0.2816689,-136.8952,0.04351082,37.29056,0.22526333,-0.16356147297964443,0.01489141903329926,0.22477057966260527,0.029776019239186734,-0.03172664708632133
1844,0.4714756,-127.3567,0.02909331,-179.632,0.4889679,-0.29753818216742095,-0.12891514374837443,0.4716677781476554,0.012611576549824198,-0.02621771965072524
1845,0.3138928,-159.3791,0.01523679,19.73138,0.28840142,-0.1227265542508889,0.2168588804632919,0.19012523510103568,-0.002920262334411985,0.014954325040011492
1850,0.4337804,87.52033,0.03380344,-91.7877,0.4530033,-0.023942863576459632,-0.45130739036416234,0.03916157828254056,0.006972926425016185,-0.03307643954395501
1851,0.2262669,-136.0764,0.05849657,-10.81742,0.20744538,-0.12747532368706868,0.007792604371575343,0.2072989652662369,-0.05482244946100391,-0.020404600874816728
1855,0.5096211,6.597998,0.04590102,-122.5274,0.46528745,-0.0780591757180823,0.4530014689682119,0.10621713722438858,0.04589845441503347,-0.00048530336027524114
1856,0.354299,123.9892,0.02634858,165.0277,0.3040502,0.19958075850473217,-0.11400547928382279,-0.28186747739550566,-0.025883473430786764,-0.00492884075358046
1857,0.04211389,35.14415,0.05382792,102.0305,0.039201505,-0.020249434826640163,0.013222177735097186,0.03690436302399117,-0.053282150702662914,0.007645743130992426
1859,0.3400793,-173.3289,0.04611061,-75.89409,0.31489655,-0.047278699810565365,0.3063972309213426,0.07266755868773894,0.02523359400778622,-0.03859344617966003
1861,0.1673234,78.81107,0.04386697,-169.6228,0.14917071,-0.034759110479817605,-0.13793714359786627,0.05679124173643083,0.04381974315084747,0.0020349857922492415
1862,0.6238609,40.40658,0.04310605,71.2961,0.52378756,-0.44752642531061476,0.08362501625333614,0.5170689167484185,-0.014791729959697597,-0.04048871782857398
1865,0.2812444,129.9588,0.03643935,45.33613,0.30095166,0.16110559487477982,-0.05268589173872301,-0.2963040642118348,-0.03306221345592986,0.015320452663581143
1866,0.5783558,-74.61624,0.03216543,46.15738,0.4902199,0.20811205402477964,-0.4212214624404672,-0.25077485905792885,-0.011397952720902308,-0.03007825727759133
1871,0.2096253,-146.9412,0.06839312,47.47162,0.1543152,-0.1070596219808693,0.06247616437021972,0.14110247990955124,0.052509419183719125,0.043822137788141625
1873,0.08879318,-110.3062,0.03461734,18.2705,0.06618138,-0.030242096741604926,-0.05024030067911248,0.04308000982331325,0.01388397256118487,-0.03171112635331432
1874,0.4754001,94.10532,0.04582777,116.8203,0.4682929,0.04453180721679544,-0.4634927700321525,-0.066878190154431,0.018185497457464672,0.042065094620093814
1876,0.03297681,-30.32453,0.08965715,-56.14483,0.030461164,0.014612793291281978,0.01493077071924189,-0.026550981111144022,0.0619692426602688,0.06479365331755281
1878,0.08714956,-138.1256,0.05025444,25.24675,0.09001747,-0.0452891517030242,0.009801794754600673,0.08948223133555394,0.04895367604253679,0.01135985658518449
1879,0.4079386,114.9169,0.03073136,-18.45829,0.37870795,0.19580724640896566,-0.2442692771536291,-0.2893997782169952,0.021792549852335162,0.021667977717892518
1890,0.4570854,9.181352,0.04815549,16.08714,0.390094,-0.09332740298674078,0.37023091227589905,0.12289182410297082,0.03495941033160414,0.033117832755278985
1891,0.3562735,165.1399,0.02621593,74.03223,0.34582648,0.10745576513821053,0.3003353523937105,-0.17144862312581002,-0.02404729819617342,-0.01044042313458676
1893,0.2856993,28.91883,0.0606917,-153.3536,0.27986616,-0.14108190619181746,0.14897834473430235,0.2369188053181363,0.02374153897004277,0.0558553647935804
1894,0.4302135,-3.308934,0.07341246,-3.83999,0.42851022,0.03158441397237345,0.4256550022069212,-0.049384488867197145,0.012709527253093074,-0.07230392244031084
1895,0.4947506,15.25677,0.02536996,15.1816,0.4461226,-0.16688639289387577,0.3843387225082575,0.2265151664049907,0.012563309243646468,-0.022040828733287395
1899,0.4668125,-141.7416,0.05102581,100.219,0.4791622,-0.2960801383745229,0.11172157358584608,0.46595568877774457,0.04141197635079651,-0.029810761494419604
1901,0.2794369,-41.85979,0.02356931,97.65095,0.28087673,0.1614354223965453,0.03072640679048645,-0.279191019521113,0.020416843319864826,0.011775605408138936
1907,0.3607358,94.08247,0.0385677,5.272729,0.3809845,0.03125357763811416,-0.3771225828066975,-0.0541086571396442,-0.01677965857123837,-0.03472622267858494
1908,0.4280794,142.0146,0.03078397,-72.17211,0.3977133,0.26420595261755603,0.09641221127770343,-0.38585043023616467,0.03034518700032367,0.005179038026148052
1909,0.7166406,40.04225,0.1261883,29.34708,0.61157733,-0.550068812247267,0.10531092021211451,0.6024420641472561,-0.06859338240465682,0.10591711357084141
1910,0.3065266,-46.75615,0.0998631,27.23215,0.3135073,0.1806646870444229,-0.019206339160310403,-0.3129184297694035,-0.0490618502123605,-0.08698030579016092
1911,0.2210364,61.74522,0.07653577,-39.93384,0.2057935,-0.10362183541741687,-0.11355640896740786,0.17162723159416393,-0.018410695587156144,0.07428842694181893
1912,0.3496879,-154.0566,0.07566407,43.65046,0.3787674,-0.16671509475632956,0.2337817372537614,0.29801148070061545,0.0596031702302985,-0.046610230502143614
1914,0.2831413,-150.6015,0.03651867,33.1043,0.2630438,-0.14106068739768243,0.13627557374297694,0.224991130312869,-0.035513618063795285,-0.008508595100706898
1915,0.2426991,42.72995,0.04430626,135.2883,0.24838322,-0.13767565554118197,0.019661219874841016,0.2476038376330253,0.04081511806153156,0.017238643009553863
1916,0.2580446,-42.14819,0.05020042,37.49969,0.25247252,0.14740164803122457,0.025091380028495137,-0.2512226024931196,0.046260222566354224,-0.019495486049026102
1918,0.3098874,-17.85963,0.04154613,-113.0131,0.2985947,0.10704414150282587,0.2424252517626983,-0.17432381413875261,0.0409579317216094,0.006966257751826504
1919,0.1916057,-142.4981,0.03020992,136.4772,0.21918036,-0.10234503763939545,0.05671401008606936,0.21171573222055753,-0.028228842923731876,0.010759725535238943
1923,0.4774965,81.3717,0.08104494,-48.68696,0.47727397,-0.09303761390159176,-0.4557898540291849,0.14158407891996633,-0.08103526454596577,-0.0012522777523151386
1926,0.2420037,-172.0219,0.08152683,118.9624,0.2502168,-0.03784274537986709,0.24057647895206585,0.06878520754687174,0.054643905485871475,-0.06050345116685531
1928,0.09210917,-136.375,0.04322672,-98.24829,0.09048076,-0.048222411045902455,0.004341097531988828,0.09037656113393201,-0.006333141538463574,-0.04276026941229659
1929,0.3277643,-78.95019,0.06386963,170.2118,0.3076964,0.07374012416203994,-0.285090291978228,-0.11576096057276251,0.027158526893022502,0.057807820001604227
1930,0.4809869,-122.189,0.1047893,20.38234,0.4816355,-0.28550760961603455,-0.2082746005000068,0.4342746200813634,-0.10448661920545294,0.007958881925539294
1931,0.5207865,38.02709,0.05553853,152.1382,0.578391,-0.3416922760446767,0.13939469328107945,0.561342380696553,-0.049812505005114874,0.024560998751604265
1936,0.3017149,125.7202,0.06484003,-75.90168,0.29073957,0.16841909309019534,-0.09253977283857501,-0.27561909949560787,0.034655223801248074,-0.05480186998348058
1937,0.08567135,164.2681,0.03172009,10.78694,0.07518638,0.023359101280794423,0.06413173508578873,-0.03924426445215415,-0.028998484068847925,0.012855039141008988
1938,0.3245299,176.0065,0.02961806,93.38789,0.3361913,0.026913589489222036,0.3329301168479551,-0.04671324749251634,-0.00439627869270112,-0.029289967767474622
1939,0.5236915,162.4451,0.06339825,-49.72651,0.52357477,0.20402147856075514,0.428311050176432,-0.30113150628473756,0.029996239507816398,0.05585305469222086
1940,0.2191994,84.53218,0.07741025,-43.61104,0.22565079,-0.023351008230520297,-0.22155317444172112,0.042807358274254165,0.05703361676591414,0.05234036075211306
1942,0.3717315,-139.394,0.02950829,-134.29,0.34305036,-0.22561851517312226,0.05241084253299187,0.3390230863541766,-0.0007721993194852401,0.02949818446845647
1945,0.6662279,-48.53912,0.04583102,-91.0323,0.59128284,0.4956997146295945,-0.07286058931430855,-0.586776560032213,0.04533152103804338,0.006748006714418009
1947,0.3453584,157.9515,0.1079451,104.1829,0.34346735,0.14524374572612445,0.24666545135190399,-0.23901040903145634,0.056431782388237005,0.0920195552613501
1948,0.5252809,-52.93789,0.03610273,152.5322,0.5142473,0.34260431500530125,-0.14067371071809864,-0.4946323813400117,-0.03415573362402343,-0.011695852857216317
1950,0.2617771,179.2467,0.06797509,-4.697889,0.24702568,0.003959601379851742,0.24694028395739745,-0.006494823977776427,-0.06794650855515114,-0.001970998648623153
1951,0.2841074,-170.345,0.0395323,-166.3865,0.2522296,-0.05475190157594838,0.23803998284489666,0.08340706015297088,0.038438155992543833,0.009236390376270737
1953,0.2679425,-80.54001,0.04069846,-150.9921,0.2650009,0.05015978743361939,-0.25068352302952324,-0.0859258301229408,0.0376221459916457,-0.015522202722387605
1955,0.2380721,25.50967,0.02278264,-85.08556,0.22003277,-0.10503683662477087,0.13841338130824438,0.17104430931396528,0.019713031048780708,-0.011421256158558386
1956,0.19944,-124.941,0.01960647,-26.75199,0.19397533,-0.10400731776776134,-0.06671872697722493,0.1821401661335232,-0.019514484174970526,0.0018969905760769987
1959,0.04662213,110.0764,0.05176285,-124.1451,0.052589178,0.01539040003102679,-0.040195354657618414,-0.033910987993037905,-0.05148112105432793,0.005393219364362391
1960,0.3257322,138.0325,0.06180511,124.4232,0.29073957,0.19346305884723947,0.03071856755307369,-0.28911220515791464,-0.04880355628312773,-0.03792208480861363
1962,0.2292016,-119.919,0.03488349,114.743,0.21181498,-0.1119097403025894,-0.10642572230956945,0.18313697437515675,-0.03449315952090064,-0.005203827518836704
1965,0.6591063,-86.56399,0.0388437,16.77151,0.45508155,0.05881405742564097,-0.45181219479143003,-0.05445142595151637,-0.020511232992546646,0.03298669960477201
1966,0.2441515,-31.897,0.09943547,-84.93751,0.23928005,0.12475773818071184,0.10566602486743594,-0.21468496341550541,0.09683921914200669,-0.022573841721942326
1967,0.3066902,9.826691,0.04277751,-59.09278,0.28857982,-0.06091552088316962,0.2717684601792781,0.09705780011424418,0.01570147783011416,0.03979169455741403
1968,0.1825965,-26.99374,0.06703743,120.7787,0.19909,0.08126990807914,0.1170573587183697,-0.16104161844032405,-0.06308196543680193,0.0226866184706982
1970,0.2050011,105.0847,0.0567766,-55.78526,0.18760887,0.05739557972621321,-0.16219599662995743,-0.09428439308757172,0.002496275207317453,0.05672169706249393
1972,0.4645565,-70.35738,0.0901382,-49.00066,0.4530033,0.191572390983341,-0.3506260716127146,-0.2868333099839095,-0.07378088102914938,0.05178104570016431
1975,0.1952974,78.80899,0.06270205,75.08947,0.19815134,-0.041206450322790085,-0.18322372211552762,0.07545211195140594,0.05112250070478018,-0.036304779243127895
1976,0.623611,40.89382,0.03222828,168.1802,0.49524888,-0.44843147055211646,0.07074256218127836,0.49017032043697045,-0.03152034777889879,-0.0067178648137388285
1978,0.2786969,79.37296,0.03229323,-15.18464,0.25722662,-0.05869323882730384,-0.23973059465746044,0.09324578286338096,0.01616202265928417,0.027957856273213885
1980,0.4378619,45.0601,0.01179204,-35.21573,0.39070433,-0.280295920352976,-0.0008196524493954024,0.3907034702310833,0.0029673523073418546,-0.01141258198856477
1983,0.470678,13.46138,0.03220162,36.88349,0.48104388,-0.13935442457549713,0.42890725494725984,0.2178113429990751,-0.001945317730272983,-0.03214280743109857
1984,0.2661204,143.9242,0.04504826,159.2027,0.26058874,0.14609563629517772,0.07987031772595549,-0.2480468176799342,-0.02025115715248058,-0.04023973612007334
1985,0.03388063,64.96171,0.04145232,52.84851,0.039392106,-0.013215450446055028,-0.02528040248143492,0.03020991998486413,0.018167048673534567,-0.03725926966374711
1986,0.4054158,9.365137,0.2042825,-165.8175,0.39883077,-0.0816416339846469,0.37770898744562376,0.1280699180197856,0.03997885546181333,0.20033230124523962
