,ELLIP,PHIE,GAMMA,PHIG,ellipticity_true,e2_mass,e1_light,e2_light,gamma1,gamma2
647,0.3992397,65.67185,0.06843098,22.83637,0.3674882,-0.18724440325842281,-0.2427533235944675,0.2758956342950713,-0.008168008320720382,0.06794175935191142
648,0.2430037,74.22906,0.07033876,-78.58143,0.1987216,-0.0723510335506297,-0.16936207724398797,0.10395557271335423,0.07009528978760542,-0.005847350505076605
649,0.270043,6.603448,0.1177309,-80.08757,0.28293675,-0.035663427846416657,0.27545347246613555,0.0646420065198348,-0.11760590027332743,-0.0054237473862786476
652,0.5292643,-112.216,0.0598516,-174.149,0.466855,-0.2519269548777338,-0.3333726599036636,0.32682757021670666,-0.054679456880070317,-0.024338673297049914
653,0.2794689,-94.92571,0.03552955,-10.58641,0.24619147,-0.02779106484797761,-0.24256131459863486,0.04212182998093711,-0.02428239769313721,-0.025936732359239562
656,0.4721691,96.96761,0.04899873,-63.33743,0.407394,0.07442576430848588,-0.39540383596913387,-0.0981105383579886,0.026012604792343116,-0.04152372735593793
658,0.172607,-161.0909,0.07993237,-151.2186,0.1618631,-0.05791603971630521,0.1278654202243608,0.09924765716357047,0.05309513841391979,-0.059750230548706665
659,0.2818548,66.81735,0.07827125,15.17866,0.2639147,-0.11872894096875299,-0.18211644923415496,0.19100933954766042,0.03835973797875955,-0.06822696738653575
661,0.2088852,-8.662387,0.04029804,14.26373,0.21473582,0.03472889492351896,0.20499371301230024,-0.06394568020205199,-0.03901391372633115,-0.010091905845576916
662,0.5397425,31.98521,0.07080366,105.1497,0.4133893,-0.3321298660657039,0.1814097378246328,0.37145823503711417,-0.06956524192251945,0.013184664791224076
663,0.2319931,-52.96612,0.05931913,48.50936,0.22525398,0.1261768545845182,-0.061832294434741954,-0.21660129932845687,-0.05529084378349546,0.021486781463634804
664,0.4978791,-168.2222,0.02966312,-99.4197,0.4461226,-0.13246057993299803,0.4089484061932234,0.1782879000459154,-0.01799262549193,0.023583174426729556
665,0.2268928,76.25473,0.08578309,-77.80336,0.23404498,-0.05906817436560982,-0.2076182731096153,0.10803566695393502,0.008383359627661397,0.08537246518229047
666,0.5100681,40.34308,0.05310696,-23.96198,0.4826475,-0.3378300005180172,0.0781127307660249,0.47628458987093475,-0.036997301019022766,0.0380991983872288
667,0.3057428,-122.5631,0.04284132,154.3489,0.3299107,-0.16371836119156136,-0.13876736843390286,0.29930701200008575,0.029173339476722408,0.03137347547082264
668,0.2539969,113.0344,0.03057809,1.190021,0.19681594,0.10476603141228284,-0.13654973723314845,-0.1417416082159424,-0.022131408221204914,0.021100245453417918
669,0.2810792,-92.26426,0.02931523,26.95545,0.2686976,-0.012910832205467354,-0.26785876795875463,0.021215104840138124,-0.025672589803322925,-0.014152768024072887
670,0.3173479,-67.78559,0.03338878,171.2827,0.32218555,0.13202414986352579,-0.23007935628104967,-0.22553717751648006,-0.03309919398070394,-0.004387936612592755
672,0.3414461,-94.62763,0.06701711,-55.85059,0.37976262,-0.033110687876841946,-0.3748187204114185,0.061078428093814426,0.011644518421071748,0.06599771377474693
675,0.2093713,-103.9243,0.04802127,-43.93815,0.23131453,-0.05462050240804955,-0.20452485017347488,0.10805552947738745,0.047834207460565305,0.004234497494685574
684,0.1485136,-129.2885,0.02224249,130.9735,0.1437573,-0.07862429106501563,-0.028471252657294607,0.14090971959171053,-0.008167228044018607,-0.020688758964159643
685,0.2681928,94.00126,0.0546886,71.31715,0.26834676,0.02155950416142973,-0.2657335849297438,-0.03735833833141161,-0.01658767010287758,-0.05211230344667275
686,0.2048621,130.5036,0.0329324,-98.09861,0.18914461,0.11271776569864533,-0.029565259665405835,-0.18681964273857618,0.004996915932205353,-0.03255109523390069
687,0.194286,-163.9355,0.08539142,50.59899,0.22176675,-0.05722201555985852,0.1878038038056219,0.11794160708461617,0.06708962737908447,0.05282685403989148
688,0.2879646,144.6152,0.01915702,-114.557,0.24869981,0.15881486939929831,0.08191367638373964,-0.23482279513568532,-0.018685775321047298,-0.004222939252669843
689,0.5168902,9.052284,0.07087858,-91.03908,0.5312993,-0.10830268400426424,0.504995181395631,0.16510243168313335,0.07024115655278135,0.009484357065403055
691,0.4425516,57.41168,0.03345207,-146.639,0.3040502,-0.25789789215847997,-0.12764701066137474,0.27595790401663606,-0.014878347274522636,0.029961237785906057
692,0.2168778,-103.6913,0.08856589,52.17817,0.21461798,-0.055940438670092976,-0.1905711301115794,0.09870927872938734,-0.06865528559860205,-0.05594969732595953
697,0.541464,106.0045,0.04658992,-157.1865,0.6211781,0.19677562292234826,-0.5267371920113058,-0.3292569854561247,0.0455297930703518,-0.009882236011012131
700,0.587943,65.82122,0.04148085,-10.51894,0.57943577,-0.3111583968619449,-0.3850234443932216,0.43301588749498865,-0.024018294749772705,-0.03381985266135175
701,0.1469873,40.79558,0.03495308,138.6655,0.13372591,-0.07847067348729016,0.019555496545910236,0.132288327376874,0.022516051446320084,0.0267347195375801
702,0.4261995,-123.8737,0.04771527,41.813,0.4101976,-0.25064013923653944,-0.15533798209578104,0.37964744482765966,-0.017423264419192813,0.04442045528978501
705,0.6657505,-110.9121,0.04740738,32.05396,0.52378756,-0.33273679941400297,-0.3903235617870578,0.3492863082409881,0.013770939711512558,0.04536321084233661
706,0.4972711,-46.12477,0.06317099,42.70427,0.47833276,0.33065703250014533,-0.018775418687726975,-0.4779641335312913,-0.05264763084889786,-0.034911329730880736
710,0.3920034,41.30718,0.05000628,-36.12779,0.39405322,-0.24176115109692145,0.05065437925181176,0.3907839224622502,-0.05000625237979755,-5.255821907041567e-05
712,0.6591194,48.53095,0.05909494,25.46479,0.4816355,-0.4878281189139735,-0.059213028415569816,0.4779817696587464,0.04653568943685677,0.03642309078373247
713,0.009755226,83.86004,0.03791144,80.31253,0.0043126917,-0.0010424944222173235,-0.0042140180622036475,0.0009172575814189322,-0.03486187925477726,-0.014897203015966825
716,0.5318065,86.5424,0.06556801,105.8279,0.5282299,-0.04361115254026814,-0.5243872577264389,0.06359898732020333,-0.025636263923398385,-0.0603485369119249
717,0.2441277,-7.235227,0.03655685,141.2702,0.25741932,0.034742165337428306,0.24925311072714992,-0.0643241253504586,0.03580664832520579,-0.007367985996019386
718,0.2509901,-131.4857,0.06218436,-12.06452,0.23525438,-0.14242569946972014,-0.02878684849397651,0.23348648925145377,0.033404451673357614,0.052450331143014874
719,0.4039106,-19.17947,0.04942306,-19.16497,0.3786293,0.15704713279988694,0.2968977699151463,-0.2349720430985416,0.03991106460909616,-0.029150399337438786
721,0.48838,105.0036,0.07955503,-66.64838,0.4529295,0.1615770811922464,-0.39221999162659327,-0.2265140396061249,0.01743328710669761,-0.07762141005519257
723,0.2375559,-87.29581,0.08647853,120.1031,0.22942902,0.012704275399254112,-0.2284076455498435,-0.021624584910176763,0.010836428262276154,0.08579689955632105
724,0.5528645,55.26207,0.09601169,17.85471,0.5250918,-0.357790393726896,-0.18409823065105543,0.4917613647882383,-0.0390529193454981,-0.08771039908272063
725,0.4837557,-21.21491,0.03524442,-43.70029,0.4707022,0.21525786001597894,0.34742731553576783,-0.3175764813465414,0.029785621459830807,0.018841069380161685
728,0.3524669,68.65964,0.08316434,-46.86255,0.3321673,-0.14502995934905213,-0.24419038368214027,0.22518030932223876,0.07206062169486735,0.041515951736468874
729,0.05875851,48.95988,0.06671853,-109.6244,0.065567754,-0.029979820542482303,-0.009034327853319151,0.06494236895004103,0.052597066406864214,0.041047665594438086
730,0.3868177,89.57997,0.04473965,95.40828,0.3827724,-0.0035155639595989513,-0.3827312586833163,0.0056119362473553425,-0.0305029719420966,0.03272926801537376
734,0.4242376,-13.69128,0.0335385,25.47378,0.4412971,0.12382539272964589,0.39185215270706464,-0.20296556576732247,0.026034753551980473,0.021142908734080087
738,0.3210975,-135.1765,0.03909816,-119.2152,0.3303867,-0.19125077596718976,0.002035503631733145,0.3303804295987509,0.03698037763473245,0.012693218085977249
740,0.1558956,90.84015,0.05375891,139.6765,0.14319101,0.0024788502638622045,-0.14312943803414158,-0.004198727527588319,-0.0521043108843552,0.013234847624909186
743,0.400086,-63.6724,0.02089829,-55.69618,0.47704148,0.19880326960835373,-0.28937822837467025,-0.37924769555440624,-0.0027957092114501594,0.02071044506834927
746,0.320592,18.30951,0.06661289,-142.1075,0.3063432,-0.11386771637494986,0.24587702821270999,0.18273106792093718,0.006592867566220094,-0.06628582964258939
748,0.1750644,174.1391,0.1038439,112.2448,0.17961699,0.019488938945582845,0.17587118236760169,-0.036490962021874275,-0.013901749699397632,-0.1029091683112117
749,0.3805183,70.96574,0.03991439,-125.3027,0.30095166,-0.1448789966923306,-0.23693139339096053,0.18556782178646566,0.02995484509798256,0.026379268076047336
750,0.02609149,-176.8526,0.04014225,33.10035,0.0029343439,-0.0014492961381330587,0.00291665247809635,0.0003217335007139402,-0.03911014007204174,-0.009044179266676129
751,0.2867708,92.48027,0.02795139,111.7841,0.30116144,0.014473817441505317,-0.30003343578918573,-0.026041320078101855,-0.024324217111111848,-0.013769991462001481
752,0.1724028,-15.81416,0.05326682,-146.046,0.16957317,0.049468890648227015,0.14438610006986774,-0.0889253287340736,-0.05311258677456586,-0.00405058502276052
757,0.2816683,-44.97616,0.03722375,-111.2083,0.29967928,0.16391957528961582,0.00024938497290115293,-0.29967917623427504,-0.02993511121288752,-0.022124571876864774
761,0.02755489,26.40508,0.01899572,165.9696,0.030074902,-0.01112895258712091,0.018179010912547332,0.023958783202639597,0.009126615389254415,-0.016659599930821403
762,0.4177741,77.60777,0.03731344,42.76671,0.37569633,-0.11068795494682712,-0.341091395893025,0.15749410155055504,-0.028286912631519136,-0.024333996350998397
765,0.4566767,-160.1124,0.06965553,60.17905,0.43427524,-0.18931308314710435,0.33376680330325775,0.2778393512261756,0.03893962921127574,0.05775463735899707
766,0.1825528,113.3833,0.04570436,-36.98359,0.20464881,0.07318088457826533,-0.1401786912877223,-0.1491008717052906,0.006366533763062981,0.04525876457497906
770,0.2688223,165.274,0.05967998,-40.93791,0.23616615,0.0763517092832453,0.2056459077446147,-0.1161215356155607,0.05855570625054748,-0.01152949601240205
771,0.5191013,115.6203,0.08975226,-72.39211,0.5124498,0.2733378976366022,-0.32081992104783513,-0.39959901874116355,0.08647764366581648,-0.024022600215540178
776,0.4281937,-52.12125,0.04561234,87.62637,0.4318438,0.2640480336683682,-0.10624498363431226,-0.4185702701470622,0.03556854403024428,-0.028554583447218666
779,0.2734485,-99.94618,0.04059411,146.7203,0.29348424,-0.053888917513727354,-0.27597306433557817,0.09985923537464338,-0.011930943424746472,-0.03880121590475741
781,0.2538574,110.5418,0.06942554,-56.5585,0.26703516,0.09553905161984172,-0.2012781589647898,-0.1754846984781591,0.0694121173025493,-0.0013651285172963047
783,0.1100603,-178.7518,0.05401944,69.69175,0.10628882,-0.0025365116881776043,0.10618794768980869,0.004629581235800004,0.021897344055563667,0.049382246012366335
784,0.4853678,-166.4506,0.1237285,164.2754,0.4889679,-0.1459745672256789,0.4352901507271813,0.22273771999892095,-0.03113423607636261,0.11974723819859615
785,0.3535456,163.2998,0.01854534,52.12423,0.36295083,0.11820679887651933,0.30300733003851904,-0.19979955690795922,-0.01555399867334969,-0.010099641626564584
786,0.1986365,-116.0636,0.04545019,18.4539,0.16782019,-0.08704451344664343,-0.10302658167938811,0.13247316573214554,0.03194752205242612,-0.03232762913895554
790,0.4442886,-146.5559,0.03568343,-78.78638,0.4340955,-0.26266459029422556,0.17039400658190434,0.3992552888080707,0.03143199011989349,-0.016891926286478346
792,0.1422304,-171.8493,0.03681531,-39.40295,0.17088287,-0.021489572182905824,0.16401311097339483,0.04796514034448135,-0.035519709793033774,0.009680767873198916
795,0.1344041,-18.23286,0.04796807,158.6299,0.13353606,0.04281847199931867,0.1073913818088292,-0.07936605340769985,-0.04792764434313399,0.0019689203241768168
796,0.4180838,-7.950346,0.0483643,156.8543,0.4218028,0.07240760761078424,0.4056637815564832,-0.11556166501541056,0.04353548712745286,-0.021065774969494626
797,0.3458348,-53.72598,0.06371287,-156.9814,0.3669362,0.19944536968125964,-0.11004638415495838,-0.35004566588498043,0.06248720505708169,0.01243700155950478
799,0.3690968,-150.348,0.05741591,60.25095,0.33532855,-0.1946049751588822,0.17117948651703407,0.2883449667340616,0.024943805063285602,0.051714536738647364
800,0.08167234,75.99207,0.08296986,85.57817,0.08568319,-0.019998044027052436,-0.0756426285825531,0.040246761232402464,0.0050132707344544055,0.08281826359543325
801,0.2259402,143.7307,0.06219832,-106.5534,0.162114,0.12148898346138283,0.04864444803276997,-0.15464367646815422,0.05393046290730355,0.030986064310046805
802,0.2269662,161.9177,0.1282591,7.189436,0.22696263,0.07553964184195233,0.1832326192854966,-0.1339322315437669,-0.030699901747644108,0.12453077035614528
805,0.4780516,-102.4106,0.02335168,56.02701,0.47923452,-0.13185749038296568,-0.43496389655359896,0.2011768720666979,0.011754258530030665,-0.020177669965375122
807,0.4054439,145.0471,0.04101196,-149.7886,0.3627769,0.23879005499682843,0.12463731111711412,-0.3406943202507282,-0.017650160925576877,0.037019625637529606
810,0.4133703,-19.78907,0.03807589,123.3987,0.4848291,0.16599374569578923,0.3736851232037644,-0.3088991500522417,-0.006905723656599038,0.03744441720832077
811,0.5299594,-108.8455,0.09823495,97.12566,0.5282299,-0.22041475129642799,-0.4179986634822883,0.32296121219278134,0.084885429081828,-0.04944258620962752
813,0.296511,124.3916,0.09311622,-60.29943,0.2889544,0.16226275046832303,-0.10457199811169654,-0.2693684140545943,0.032144181191558346,-0.08739211659304669
818,0.3359045,-79.03283,0.02625148,55.56232,0.3243718,0.07540134981067147,-0.3008913488176959,-0.12116707820983216,-0.010268710583136822,-0.02415975548614211
819,0.1420515,140.7309,0.08402585,-101.3695,0.14997992,0.07493136918096342,0.029803193646196612,-0.14698893173192915,-0.008912950559606392,-0.08355179699171354
820,0.3560277,67.08147,0.05925605,-31.85764,0.35349283,-0.15535573704577257,-0.24627889498280361,0.2535821104641612,0.03759832763242112,-0.04580005699611757
822,0.2953472,115.7956,0.115516,-16.75582,0.30582863,0.1357657635609604,-0.19000158400437964,-0.23964671707224258,-0.05788983839707516,-0.0999635576915934
823,0.2067156,-17.61292,0.05425315,-69.87431,0.19534618,0.06648901880392734,0.1595753346069839,-0.11267582982015947,0.0028336045619691066,-0.05417910086102286
825,0.2017765,89.15849,0.03647746,164.2273,0.22534688,-0.003295574269621517,-0.2252496671635237,0.00661844154285486,-0.005745529833986212,0.03602213173839625
827,0.2119851,-17.15296,0.0350114,-144.3328,0.21309023,0.06682115415455027,0.17602106735636527,-0.12010008313144002,0.032755646196324116,0.012363889849931423
828,0.1006604,-145.9311,0.05446167,-0.8493483,0.0961804,-0.049186105486651754,0.03581523184043151,0.08926331000123248,-0.0069466867246696,-0.05401682184966271
829,0.1355517,-36.55219,0.07751274,-89.30242,0.13631496,0.06956520053060604,0.03961708715266253,-0.13043103436429518,-0.06924981135546347,-0.034823677139847284
830,0.3557312,-67.42206,0.06686171,-47.96814,0.32803887,0.15339545240165173,-0.23132658101386805,-0.23258872102342196,-0.007851735765994818,-0.06639908515623615
831,0.2963865,-163.983,0.07148993,-38.03947,0.23436521,-0.09228034553793722,0.1986792365731622,0.124312560158053,0.05555640497028077,-0.04499217663308879
833,0.06212774,-146.6341,0.08509091,-167.7258,0.06640481,-0.029452213903544643,0.026232269965704377,0.06100382613887846,-0.06514608858682018,-0.05473984021228303
834,0.1912874,-158.6304,0.0465535,10.15626,0.19111943,-0.07177455947723696,0.14036775085420294,0.12970555517655102,0.005010245700741934,0.0462831049117083
836,0.3072083,-92.12335,0.05049766,56.36486,0.30283687,-0.01343880524573631,-0.30200541677305054,0.022425388985096516,0.04712375760787772,-0.01814841961134871
837,0.5620154,-179.1696,0.02901403,6.802404,0.4848291,-0.01132733817302774,0.4846254343994684,0.014051496003502837,0.014726571240901614,0.024998840699671444
838,0.1145157,-134.0219,0.02742898,119.2406,0.11786403,-0.060700034394819635,-0.004023347366457423,0.11779534050126823,0.026361970210217342,-0.0075759798360352905
840,0.4211502,41.25894,0.06098785,-41.95993,0.41034582,-0.26447375544154206,0.05343391578112579,0.4068519492834806,-0.0377603814316083,-0.04789229000331839
841,0.2229919,163.0545,0.03856997,167.9708,0.1988592,0.0699735509305442,0.1650729991013021,-0.11088681793766783,-0.037732132820759455,0.007995544921859145
843,0.1670872,-103.22,0.04225608,79.30756,0.1608314,-0.040589662947404494,-0.1440086169892759,0.07161185278147773,0.0014917101902302617,0.04222974186133232
848,0.4793033,19.036,0.09305525,-32.57867,0.072701484,-0.19436023677492728,0.05723325952576707,0.04483145971143972,-0.06374873754730141,-0.06778921753264147
849,0.732032,176.9413,0.06021225,-8.21876,0.62513524,0.061523435265853896,0.6215754869142635,-0.06661818338227124,-0.04488642185659887,0.040133828411627305
850,0.3668776,-121.8132,0.03880828,-44.17114,0.3809845,-0.2012658141140141,-0.16924185567675853,0.341330314398439,0.03607309451863508,-0.014311339853697138
851,0.3475218,-36.74253,0.03029338,42.86161,0.35604402,0.2016274781542706,0.10121097774411318,-0.3413556534786571,-0.01882548509629542,-0.023733730905897605
852,0.3645464,17.8728,0.07611123,51.65351,0.37802693,-0.13021671268623575,0.3068137809577006,0.22083854649871476,-0.07108269358303632,0.027206065593780155
853,0.3611974,1.816971,0.068593,-97.44949,0.34346735,-0.013969540562321348,0.3427767595111283,0.021769557989832634,0.068097787267122,-0.008227455154651248
854,0.2638522,49.87102,0.03920507,-98.35563,0.27330968,-0.14978410228588554,-0.04624743627695077,0.2693684387962179,-0.013873994438840697,-0.036668103196319246
856,0.4644084,-98.77835,0.03816015,161.1172,0.49020287,-0.09122773227526625,-0.46736868346369964,0.14786942710934206,-0.00837060804177599,0.03723076643091645
858,0.2101807,-4.059438,0.1226273,58.32783,0.18606573,0.016584507071279703,0.1842008274824253,-0.026277576661912456,-0.11213245066389829,-0.04963635979197521
859,0.4321579,-41.43293,0.03494502,-105.0837,0.37569633,0.2735046995002687,0.04665875704913448,-0.37278773151231615,-0.03317865185877843,-0.010969570804474473
860,0.4071796,96.32349,0.06654275,95.52404,0.3489495,0.05596944668312586,-0.340483135822041,-0.07640018174742502,-0.05532741512787277,0.03697045729809863
862,0.208338,27.45325,0.05781333,-147.9811,0.16960755,-0.09514365158944471,0.09750948909033294,0.13877543209929039,0.0459369732935683,-0.03510235904202014
863,0.1824736,-22.18367,0.08242555,18.91462,0.19227807,0.07020297054617859,0.13745409093755923,-0.13445158640735363,0.08172866439938441,0.01069563968611957
864,0.3422478,-47.973,0.0786322,64.67772,0.34766427,0.2053422075788607,-0.03601492491716373,-0.3457938255924243,-0.0670300746127819,-0.04110951196797272
865,0.2780271,-157.4703,0.02821073,-129.4649,0.28948805,-0.1142866748854125,0.20448663660978678,0.20491106983474452,0.007023005216425625,-0.027322567318298595
866,0.309278,156.3861,0.0356487,-10.72036,0.3272674,0.13427898657938203,0.22224245349129995,-0.24023372571087379,-0.030383402446800132,-0.018646143500621777
867,0.5208664,160.2038,0.05287564,-5.797187,0.5282299,0.224428341614825,0.4070527920290042,-0.3366524197973368,0.02980342993005091,0.0436759529926268
870,0.2844898,2.239022,0.1212691,-42.65063,0.27615157,-0.012947826898444434,0.2753085693964456,0.021561104571599692,-0.10766244423569245,0.05581211979495507
871,0.05769155,-164.4978,0.04316342,-21.64468,0.043558273,-0.015299908905281932,0.03733500436005556,0.022437036260994,0.033208773631602975,0.027572779692685158
873,0.3286195,43.04675,0.1001876,-51.42162,0.35492077,-0.19615878676424245,0.024180210422068683,0.3540961315820006,-0.06766462018841177,-0.07388541377374819
874,0.6003758,-56.30868,0.03113649,162.1387,0.47252432,0.39596567498598784,-0.18172105345404668,-0.436184240571589,-0.02394723083560019,-0.019900028764466133
876,0.3123583,-16.01064,0.05284184,179.5937,0.31008634,0.09813875341702169,0.26290708243138755,-0.16441838176436113,0.026483135141253934,0.045726399461095565
877,0.347318,69.008,0.071856,106.71,0.29813907,-0.14057696377569065,-0.221616207731244,0.19943209754522212,0.07030274570686308,-0.014859632635975376
880,0.476854,131.1576,0.03652913,-146.0266,0.4848291,0.31025997242493636,-0.06483293881384049,-0.4804747092736211,-0.036288195900426486,-0.004188576947982481
884,0.3077273,14.17208,0.03956052,145.1374,0.27492288,-0.0863328174604089,0.24196284177778718,0.13052422436586997,0.01253902590981013,0.037520761877972444
887,0.5480335,-73.52677,0.07507336,-170.0248,0.5282299,0.20527389245459088,-0.44327951281586475,-0.2872805262661213,0.05454018494379269,-0.051588541440774335
890,0.1917307,118.4226,0.03761285,-151.4666,0.18840428,0.08876785048777673,-0.10303885448247448,-0.15773131328071122,0.008592867559564442,-0.03661815276917017
892,0.5428579,-160.3166,0.08170477,-91.08176,0.4647167,-0.23630183055643572,0.35927305604682025,0.2947617384561101,0.0816072868260674,0.003990009729420116
894,0.547963,-142.1573,0.02273947,-173.0553,0.5543592,-0.3656589062827634,0.1370630545279274,0.5371478769464832,0.019557319685567544,-0.011601497429099931
901,0.2292777,-124.4274,0.05603074,165.6064,0.21114242,-0.12076442468303614,-0.07616597369659456,0.19692604188960405,-0.012513100872893859,-0.054615621679995396
902,0.2230061,122.0954,0.04777217,-44.69853,0.25798023,0.11297787266267882,-0.11231831244096482,-0.2322464117295824,0.006587298856961856,-0.04731582948948448
903,0.3306576,-127.0685,0.04955111,-129.7766,0.3135073,-0.19053341319399192,-0.08569348851841349,0.30156832257190824,-0.018001853745572626,-0.046165417402587325
904,0.3744733,163.1001,0.04621124,-24.26546,0.37813953,0.12815339710035178,0.314228810932496,-0.21035626572215652,-0.007534053898137688,0.045592946101316555
905,0.1850331,135.9783,0.07090443,-153.4872,0.17444296,0.10188903236319953,0.005955914452969895,-0.17434125552086202,0.04398152598240701,0.05561531772707729
907,0.09121529,74.01579,0.06621342,-128.1789,0.11173352,-0.02530096540277743,-0.09478801944787403,0.05915750891256208,0.020702702253948525,0.06289368098212057
909,0.251605,22.94606,0.0648833,-48.08748,0.22107007,-0.10332910141295125,0.15386732325472116,0.15873507074440757,-0.02263699153809502,-0.060806325600172684
910,0.3349725,-144.0288,0.04840471,-100.8209,0.32480493,-0.19127224993504116,0.10068074049247153,0.3088067859458281,0.04049217563960062,-0.02652168286809556
911,0.3961584,-18.9376,0.04368667,-107.9069,0.15406245,0.15164771379599085,0.12160917936730253,-0.09458565426962878,-0.025194806044433964,-0.035689590696339646
912,0.4705463,126.1672,0.0850615,-65.29674,0.48104388,0.2931485585974441,-0.14597807352587175,-0.4583597021282845,0.018345791013108747,0.08305956136624691
916,0.1756314,125.1853,0.06000437,16.76359,0.19349486,0.09067499640259823,-0.06500168040995045,-0.18224994482935303,-0.030873930200828854,0.051452160820039894
917,0.3450064,-75.23395,0.0479362,94.06368,0.33302906,0.10275416424071189,-0.28976181752958413,-0.1641537203551462,0.044723373269288644,-0.01725396052666974
918,0.4623287,-66.43774,0.07256765,-10.01239,0.46464586,0.22033984741385718,-0.3161484403709484,-0.34050835359232606,0.02796295040519228,-0.06696370084724451
919,0.1628446,-158.4097,0.07005701,-112.7643,0.1729561,-0.06065605514396241,0.1261196519559383,0.11835390115126315,0.05508270434587608,0.04328833944707171
920,0.4168968,43.97029,0.03133791,31.72307,0.45749697,-0.26317142481685674,0.016440574803657567,0.45720147097237807,0.025608859079719968,0.01806241788363739
921,0.2091441,87.44797,0.06718034,-23.76694,0.21876772,-0.01038971311028944,-0.21790025432329424,0.019462643187452673,-0.06161275122931299,0.02677810614047211
923,0.2416515,-70.28766,0.03755892,150.5079,0.24362579,0.0872773518867559,-0.18819120049538401,-0.15471779991077403,0.03147630049628338,-0.020491827118001727
924,0.3758298,38.13339,0.0375886,-152.792,0.3731885,-0.22478274860099054,0.08859547565878981,0.36251965219149535,-0.024821603450305835,0.02822748398486421
926,0.112719,-90.48248,0.08714221,-158.6845,0.106872685,-0.0010058349155400064,-0.1068575284688367,0.0017998357261059198,-0.0869399732338842,0.005933449062358107
930,0.3056584,-138.9774,0.02582637,-179.5099,0.2847926,-0.17866362848610445,0.03941297373344076,0.2820521982120457,0.016490359048398445,-0.019876353937073158
931,0.143708,1.755323,0.04078504,-15.36994,0.12550461,-0.004740534152816682,0.1252690928054943,0.007685149246471132,0.03181447430081287,0.02551977101708629
932,0.2289453,-66.08459,0.03057938,-165.8537,0.23018904,0.09581094800829834,-0.1545309680020558,-0.17060824735184757,0.008138062034878211,0.029476608141047602
933,0.2967387,-176.8648,0.0325282,111.3817,0.28949887,-0.01902822419250826,0.28776694691054755,0.03161929785841376,-0.031172938140193073,0.00929148658437906
934,0.3765246,-63.67423,0.05924634,55.7536,0.36613655,0.18437128419273172,-0.2221207597791695,-0.29106415327385643,-0.001145705543281554,-0.05923526113898456
937,0.3234463,151.9219,0.1578964,-165.8599,0.29857704,0.16023418983300175,0.16628672062847272,-0.24798583701048316,0.04390485143484703,0.15166949974679816
938,0.2663904,-28.11143,0.03671272,83.84214,0.2773542,0.12772506188695734,0.1541989568734967,-0.23053857368511124,-0.013989220856359409,-0.033942974378071214
940,0.1526344,-145.0698,0.1078996,96.7011,0.1311045,-0.07757089320909429,0.04514041573830506,0.12308831295952909,0.020828125768841795,-0.10587026427244484
941,0.1622864,11.30643,0.04562188,77.62639,0.15706967,-0.033954981277881637,0.1449947724720648,0.06039368501493402,-0.011554537733555009,-0.04413443771589543
942,0.2143272,125.7507,0.03595457,-71.88397,0.14972568,0.11382444498139743,-0.04750518600202414,-0.14198956494889153,0.026421917352556494,0.024384695759832105
944,0.3337001,-102.0113,0.0318881,-20.38663,0.32939705,-0.08152691743422531,-0.3008663085660144,0.1340965358186496,-0.031815601828688714,-0.0021490467394497297
947,0.05438864,61.27547,0.04489117,78.88819,0.047695454,-0.023563243529969923,-0.02566250232474015,0.040203138020542914,0.03442854532637521,0.028807853281329867
949,0.1120098,89.79703,0.075142,48.5229,0.10754878,-0.00042033143231019727,-0.10754608069408825,0.0007619756092250751,-0.07075050237646172,0.025311787322871617
950,0.07825781,-90.88458,0.04036393,-34.83437,0.06969488,-0.0012572105908151266,-0.06966165803385846,0.002151673346064067,0.03433290882935901,-0.02122494325928393
951,0.3161529,-7.531686,0.05287299,-20.63336,0.30546603,0.0487954680728845,0.2949699021813801,-0.07938672616418918,-0.048147178368623984,0.02184953744773575
952,0.3393071,21.7949,0.08096214,120.8851,0.3272674,-0.14087436661001593,0.23703801663180116,0.22564780028624676,-0.08025318564888843,0.010690851536928543
954,0.07816592,-85.92757,0.06661391,131.149,0.07706766,0.005762339723054163,-0.07629028121052608,-0.010918663411537397,-0.0016642802524576418,-0.0665931165866967
955,0.3380099,-139.6926,0.09059517,-22.52879,0.33675632,-0.20065426785650295,0.05491522912255416,0.3322486067244824,0.04307650238746882,-0.07969880657444811
957,0.3023716,-51.63127,0.04618584,120.0434,0.28418198,0.17336365758008343,-0.06519516089747324,-0.27660258269270194,0.011204370233597064,0.04480618153976172
960,0.3078331,142.3057,0.08465091,-87.55354,0.31484714,0.17603314957144187,0.07942393647409562,-0.3046646679238314,0.05762001185767278,0.062013795218078274
961,0.3888402,100.3906,0.03758336,-27.70755,0.39013207,0.08562811911249775,-0.36475091414115607,-0.13841893900646635,0.01591393601208601,0.03404784265548747
962,0.1747435,-108.4412,0.01836007,-163.2043,0.15937477,-0.05745855540946561,-0.1274789469271309,0.09565268110671343,0.017445070770383885,0.005723781636400687
963,0.007656672,113.4928,0.07237443,85.52045,0.029921038,0.002809968925935121,-0.020411597965883536,-0.02187773259450303,0.012665087192369175,0.0712576570217867
965,0.3583761,-6.085299,0.02770998,-24.94434,0.3669362,0.04602393694413756,0.3586890187981488,-0.07735866250176057,0.025766011848640885,0.010195863132471786
